BINID	total_length	seq_length_mean	total_seq_counts	genome_id	tp_length	tp_seq_counts	precision_bp	precision_seq	length_gs	seq_counts_gs	recall_bp	recall_seq	rank	Tool	sample_id
Otu1362.0	261497	257.63251231527096	1015.0	Otu1362.0	261497	1015.0	1.0	1.0	261497	1015.0	1.0	1.0	NA	Gold standard	sample_3
Otu42.0	3986652	22148.066666666666	180.0	Otu42.0	3986652	180.0	1.0	1.0	3986652	180.0	1.0	1.0	NA	Gold standard	sample_3
Otu1665	332165	261.5472440944882	1270.0	Otu1665	332165	1270.0	1.0	1.0	332165	1270.0	1.0	1.0	NA	Gold standard	sample_3
Otu1893	530959	261.55615763546797	2030.0	Otu1893	530959	2030.0	1.0	1.0	530959	2030.0	1.0	1.0	NA	Gold standard	sample_3
Otu106	1848825	3639.4192913385828	508.0	Otu106	1848825	508.0	1.0	1.0	1848825	508.0	1.0	1.0	NA	Gold standard	sample_3
Otu447.0	90940	240.58201058201058	378.0	Otu447.0	90940	378.0	1.0	1.0	90940	378.0	1.0	1.0	NA	Gold standard	sample_3
Otu133.1	74864	246.26315789473685	304.0	Otu133.1	74864	304.0	1.0	1.0	74864	304.0	1.0	1.0	NA	Gold standard	sample_3
Otu71	2714293	2252.5253112033197	1205.0	Otu71	2714293	1205.0	1.0	1.0	2714293	1205.0	1.0	1.0	NA	Gold standard	sample_3
Otu2338	232019	262.1683615819209	885.0	Otu2338	232019	885.0	1.0	1.0	232019	885.0	1.0	1.0	NA	Gold standard	sample_3
Otu24.0	4826155	44276.65137614679	109.0	Otu24.0	4826155	109.0	1.0	1.0	4826155	109.0	1.0	1.0	NA	Gold standard	sample_3
Otu435.0	110156	238.43290043290042	462.0	Otu435.0	110156	462.0	1.0	1.0	110156	462.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_108_length_2015_cov_7.02007	19208	1746.1818181818182	11.0	RNODE_108_length_2015_cov_7.02007	19208	11.0	1.0	1.0	19208	11.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_537_length_3389_cov_22.49108	30896	1471.2380952380952	21.0	RNODE_537_length_3389_cov_22.49108	30896	21.0	1.0	1.0	30896	21.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_444_length_4937_cov_48.00188	30361	410.2837837837838	74.0	RNODE_444_length_4937_cov_48.00188	30361	74.0	1.0	1.0	30361	74.0	1.0	1.0	NA	Gold standard	sample_3
Otu282.0	225589	242.04828326180257	932.0	Otu282.0	225589	932.0	1.0	1.0	225589	932.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_266_length_6653_cov_7.97753	62981	1399.5777777777778	45.0	RNODE_266_length_6653_cov_7.97753	62981	45.0	1.0	1.0	62981	45.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_173_length_1764_cov_3.34845	12263	422.86206896551727	29.0	RNODE_173_length_1764_cov_3.34845	12263	29.0	1.0	1.0	12263	29.0	1.0	1.0	NA	Gold standard	sample_3
Otu168.0	3229743	4244.07752956636	761.0	Otu168.0	3229743	761.0	1.0	1.0	3229743	761.0	1.0	1.0	NA	Gold standard	sample_3
Otu189	4989568	8021.813504823152	622.0	Otu189	4989568	622.0	1.0	1.0	4989568	622.0	1.0	1.0	NA	Gold standard	sample_3
Otu20	5233779	11894.952272727272	440.0	Otu20	5233779	440.0	1.0	1.0	5233779	440.0	1.0	1.0	NA	Gold standard	sample_3
Otu89	1852927	10899.570588235294	170.0	Otu89	1852927	170.0	1.0	1.0	1852927	170.0	1.0	1.0	NA	Gold standard	sample_3
Otu50.0	4392048	26458.12048192771	166.0	Otu50.0	4392048	166.0	1.0	1.0	4392048	166.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_336_length_3563_cov_7.20249	34441	2460.0714285714284	14.0	RNODE_336_length_3563_cov_7.20249	34441	14.0	1.0	1.0	34441	14.0	1.0	1.0	NA	Gold standard	sample_3
Otu196	2240329	2042.232452142206	1097.0	Otu196	2240329	1097.0	1.0	1.0	2240329	1097.0	1.0	1.0	NA	Gold standard	sample_3
Otu1179.0	130277	241.7012987012987	539.0	Otu1179.0	130277	539.0	1.0	1.0	130277	539.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_476_length_1618_cov_4.36943	7096	253.42857142857142	28.0	RNODE_476_length_1618_cov_4.36943	7096	28.0	1.0	1.0	7096	28.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_524_length_1679_cov_2.99128	8857	340.65384615384613	26.0	RNODE_524_length_1679_cov_2.99128	8857	26.0	1.0	1.0	8857	26.0	1.0	1.0	NA	Gold standard	sample_3
Otu90.0	3692416	13047.40636042403	283.0	Otu90.0	3692416	283.0	1.0	1.0	3692416	283.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_227_length_4381_cov_5.48337	43288	4328.8	10.0	RNODE_227_length_4381_cov_5.48337	43288	10.0	1.0	1.0	43288	10.0	1.0	1.0	NA	Gold standard	sample_3
Otu163	7220112	171907.42857142858	42.0	Otu163	7220112	42.0	1.0	1.0	7220112	42.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_324_length_1537_cov_10.20528	13385	892.3333333333334	15.0	RNODE_324_length_1537_cov_10.20528	13385	15.0	1.0	1.0	13385	15.0	1.0	1.0	NA	Gold standard	sample_3
Otu186.0	4917217	19907.76113360324	247.0	Otu186.0	4917217	247.0	1.0	1.0	4917217	247.0	1.0	1.0	NA	Gold standard	sample_3
Otu150.0	3300566	19882.927710843374	166.0	Otu150.0	3300566	166.0	1.0	1.0	3300566	166.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_337_length_8771_cov_5.18162	68050	523.4615384615385	130.0	RNODE_337_length_8771_cov_5.18162	68050	130.0	1.0	1.0	68050	130.0	1.0	1.0	NA	Gold standard	sample_3
Otu36.0	4135118	51688.975	80.0	Otu36.0	4135118	80.0	1.0	1.0	4135118	80.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_564_length_8758_cov_6.46781	71808	683.8857142857142	105.0	RNODE_564_length_8758_cov_6.46781	71808	105.0	1.0	1.0	71808	105.0	1.0	1.0	NA	Gold standard	sample_3
Otu2290.0	2643292	5913.404921700224	447.0	Otu2290.0	2643292	447.0	1.0	1.0	2643292	447.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_78_length_5103_cov_8.24306	40990	585.5714285714286	70.0	RNODE_78_length_5103_cov_8.24306	40990	70.0	1.0	1.0	40990	70.0	1.0	1.0	NA	Gold standard	sample_3
Otu22	3593233	24780.91724137931	145.0	Otu22	3593233	145.0	1.0	1.0	3593233	145.0	1.0	1.0	NA	Gold standard	sample_3
Otu250	4034014	10396.943298969072	388.0	Otu250	4034014	388.0	1.0	1.0	4034014	388.0	1.0	1.0	NA	Gold standard	sample_3
Otu376	474942	2083.0789473684213	228.0	Otu376	474942	228.0	1.0	1.0	474942	228.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_258_length_1627_cov_2.34517	13418	609.9090909090909	22.0	RNODE_258_length_1627_cov_2.34517	13418	22.0	1.0	1.0	13418	22.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_583_length_3095_cov_44.70980	13684	333.7560975609756	41.0	RNODE_583_length_3095_cov_44.70980	13684	41.0	1.0	1.0	13684	41.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_496_length_8599_cov_9.53327	82644	2361.2571428571428	35.0	RNODE_496_length_8599_cov_9.53327	82644	35.0	1.0	1.0	82644	35.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_17_length_1254_cov_4.43994	11969	1196.9	10.0	RNODE_17_length_1254_cov_4.43994	11969	10.0	1.0	1.0	11969	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_374_length_1862_cov_9.75489	16590	1106.0	15.0	RNODE_374_length_1862_cov_9.75489	16590	15.0	1.0	1.0	16590	15.0	1.0	1.0	NA	Gold standard	sample_3
Otu53.0	3419466	23582.524137931036	145.0	Otu53.0	3419466	145.0	1.0	1.0	3419466	145.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_251_length_2763_cov_28.99562	9447	255.32432432432432	37.0	RNODE_251_length_2763_cov_28.99562	9447	37.0	1.0	1.0	9447	37.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_341_length_3219_cov_3.63466	25760	696.2162162162163	37.0	RNODE_341_length_3219_cov_3.63466	25760	37.0	1.0	1.0	25760	37.0	1.0	1.0	NA	Gold standard	sample_3
Otu136	4235405	15686.685185185184	270.0	Otu136	4235405	270.0	1.0	1.0	4235405	270.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_383_length_2253_cov_7.64097	21823	2182.3	10.0	RNODE_383_length_2253_cov_7.64097	21823	10.0	1.0	1.0	21823	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_540_length_1564_cov_3.03735	10113	481.57142857142856	21.0	RNODE_540_length_1564_cov_3.03735	10113	21.0	1.0	1.0	10113	21.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_386_length_2437_cov_8.66377	23142	1653.0	14.0	RNODE_386_length_2437_cov_8.66377	23142	14.0	1.0	1.0	23142	14.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_360_length_7414_cov_9.06737	73271	7327.1	10.0	RNODE_360_length_7414_cov_9.06737	73271	10.0	1.0	1.0	73271	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_512_length_1592_cov_43.29688	9053	362.12	25.0	RNODE_512_length_1592_cov_43.29688	9053	25.0	1.0	1.0	9053	25.0	1.0	1.0	NA	Gold standard	sample_3
Otu12.0	3657715	50105.68493150685	73.0	Otu12.0	3657715	73.0	1.0	1.0	3657715	73.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_248_length_5318_cov_4.74604	18818	276.7352941176471	68.0	RNODE_248_length_5318_cov_4.74604	18818	68.0	1.0	1.0	18818	68.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_55_length_2901_cov_27.42654	10600	311.7647058823529	34.0	RNODE_55_length_2901_cov_27.42654	10600	34.0	1.0	1.0	10600	34.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_205_length_1591_cov_9.63735	10975	378.44827586206895	29.0	RNODE_205_length_1591_cov_9.63735	10975	29.0	1.0	1.0	10975	29.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_392_length_2136_cov_7.00284	14531	538.1851851851852	27.0	RNODE_392_length_2136_cov_7.00284	14531	27.0	1.0	1.0	14531	27.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_417_length_2670_cov_14.84403	14795	369.875	40.0	RNODE_417_length_2670_cov_14.84403	14795	40.0	1.0	1.0	14795	40.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_62_length_3589_cov_56.75862	31709	905.9714285714285	35.0	RNODE_62_length_3589_cov_56.75862	31709	35.0	1.0	1.0	31709	35.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_462_length_1528_cov_6.07822	14525	1452.5	10.0	RNODE_462_length_1528_cov_6.07822	14525	10.0	1.0	1.0	14525	10.0	1.0	1.0	NA	Gold standard	sample_3
Otu61.0	4047722	34014.470588235294	119.0	Otu61.0	4047722	119.0	1.0	1.0	4047722	119.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_367_length_2322_cov_4.57652	22396	2239.6	10.0	RNODE_367_length_2322_cov_4.57652	22396	10.0	1.0	1.0	22396	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_109_length_1521_cov_3.43229	14798	1479.8	10.0	RNODE_109_length_1521_cov_3.43229	14798	10.0	1.0	1.0	14798	10.0	1.0	1.0	NA	Gold standard	sample_3
Otu1414.1	23591	238.2929292929293	99.0	Otu1414.1	23591	99.0	1.0	1.0	23591	99.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_404_length_3462_cov_2.92616	34023	3402.3	10.0	RNODE_404_length_3462_cov_2.92616	34023	10.0	1.0	1.0	34023	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_158_length_1640_cov_4.51607	15421	1542.1	10.0	RNODE_158_length_1640_cov_4.51607	15421	10.0	1.0	1.0	15421	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_456_length_1695_cov_36.79753	9102	364.08	25.0	RNODE_456_length_1695_cov_36.79753	9102	25.0	1.0	1.0	9102	25.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_551_length_4193_cov_74.72016	32230	528.360655737705	61.0	RNODE_551_length_4193_cov_74.72016	32230	61.0	1.0	1.0	32230	61.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_107_length_1496_cov_161.33989	14357	1435.7	10.0	RNODE_107_length_1496_cov_161.33989	14357	10.0	1.0	1.0	14357	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_73_length_2194_cov_7.49125	19019	731.5	26.0	RNODE_73_length_2194_cov_7.49125	19019	26.0	1.0	1.0	19019	26.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_491_length_3124_cov_17.57383	29908	2990.8	10.0	RNODE_491_length_3124_cov_17.57383	29908	10.0	1.0	1.0	29908	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_587_length_4088_cov_9.08425	37038	1122.3636363636363	33.0	RNODE_587_length_4088_cov_9.08425	37038	33.0	1.0	1.0	37038	33.0	1.0	1.0	NA	Gold standard	sample_3
Otu1337	3909788	30785.732283464567	127.0	Otu1337	3909788	127.0	1.0	1.0	3909788	127.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_50_length_1796_cov_6.24352	17409	1740.9	10.0	RNODE_50_length_1796_cov_6.24352	17409	10.0	1.0	1.0	17409	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_93_length_1501_cov_3.34415	14286	1428.6	10.0	RNODE_93_length_1501_cov_3.34415	14286	10.0	1.0	1.0	14286	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_361_length_3164_cov_8.88447	24626	572.6976744186046	43.0	RNODE_361_length_3164_cov_8.88447	24626	43.0	1.0	1.0	24626	43.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_322_length_4175_cov_18.22923	40592	2537.0	16.0	RNODE_322_length_4175_cov_18.22923	40592	16.0	1.0	1.0	40592	16.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_411_length_4317_cov_4.49267	42748	4274.8	10.0	RNODE_411_length_4317_cov_4.49267	42748	10.0	1.0	1.0	42748	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_481_length_3960_cov_68.08874	37485	1703.8636363636363	22.0	RNODE_481_length_3960_cov_68.08874	37485	22.0	1.0	1.0	37485	22.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_562_length_2033_cov_5.34232	19689	1968.9	10.0	RNODE_562_length_2033_cov_5.34232	19689	10.0	1.0	1.0	19689	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_431_length_1803_cov_5.36772	17422	1742.2	10.0	RNODE_431_length_1803_cov_5.36772	17422	10.0	1.0	1.0	17422	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_415_length_2147_cov_6.45506	17375	668.2692307692307	26.0	RNODE_415_length_2147_cov_6.45506	17375	26.0	1.0	1.0	17375	26.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_307_length_2104_cov_13.21902	17237	574.5666666666667	30.0	RNODE_307_length_2104_cov_13.21902	17237	30.0	1.0	1.0	17237	30.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_366_length_2053_cov_8.47415	15407	466.8787878787879	33.0	RNODE_366_length_2053_cov_8.47415	15407	33.0	1.0	1.0	15407	33.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_442_length_4465_cov_7.11694	42278	2486.9411764705883	17.0	RNODE_442_length_4465_cov_7.11694	42278	17.0	1.0	1.0	42278	17.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_440_length_3551_cov_9.74435	32669	1484.9545454545455	22.0	RNODE_440_length_3551_cov_9.74435	32669	22.0	1.0	1.0	32669	22.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_394_length_3642_cov_5.12873	35784	3578.4	10.0	RNODE_394_length_3642_cov_5.12873	35784	10.0	1.0	1.0	35784	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_439_length_4196_cov_56.49278	39185	1632.7083333333333	24.0	RNODE_439_length_4196_cov_56.49278	39185	24.0	1.0	1.0	39185	24.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_436_length_6429_cov_48.44919	61085	2545.2083333333335	24.0	RNODE_436_length_6429_cov_48.44919	61085	24.0	1.0	1.0	61085	24.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_207_length_2195_cov_3.75886	19417	844.2173913043479	23.0	RNODE_207_length_2195_cov_3.75886	19417	23.0	1.0	1.0	19417	23.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_91_length_2298_cov_6.78822	6915	246.96428571428572	28.0	RNODE_91_length_2298_cov_6.78822	6915	28.0	1.0	1.0	6915	28.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_146_length_5606_cov_4.42067	55808	5580.8	10.0	RNODE_146_length_5606_cov_4.42067	55808	10.0	1.0	1.0	55808	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_220_length_2011_cov_9.40825	19229	1602.4166666666667	12.0	RNODE_220_length_2011_cov_9.40825	19229	12.0	1.0	1.0	19229	12.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_498_length_2044_cov_7.98216	18029	1502.4166666666667	12.0	RNODE_498_length_2044_cov_7.98216	18029	12.0	1.0	1.0	18029	12.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_434_length_14801_cov_23.79494	145741	6336.565217391304	23.0	RNODE_434_length_14801_cov_23.79494	145741	23.0	1.0	1.0	145741	23.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_18_length_1746_cov_2.65719	11288	434.15384615384613	26.0	RNODE_18_length_1746_cov_2.65719	11288	26.0	1.0	1.0	11288	26.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_343_length_2376_cov_8.77188	23499	2349.9	10.0	RNODE_343_length_2376_cov_8.77188	23499	10.0	1.0	1.0	23499	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_527_length_1767_cov_4.22840	6846	273.84	25.0	RNODE_527_length_1767_cov_4.22840	6846	25.0	1.0	1.0	6846	25.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_368_length_1901_cov_5.06386	18660	1866.0	10.0	RNODE_368_length_1901_cov_5.06386	18660	10.0	1.0	1.0	18660	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_359_length_13543_cov_22.66711	134857	13485.7	10.0	RNODE_359_length_13543_cov_22.66711	134857	10.0	1.0	1.0	134857	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_48_length_3658_cov_14.59323	13401	291.32608695652175	46.0	RNODE_48_length_3658_cov_14.59323	13401	46.0	1.0	1.0	13401	46.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_534_length_10183_cov_8.47628	100188	5273.0526315789475	19.0	RNODE_534_length_10183_cov_8.47628	100188	19.0	1.0	1.0	100188	19.0	1.0	1.0	NA	Gold standard	sample_3
Otu88.0	3390984	44038.753246753244	77.0	Otu88.0	3390984	77.0	1.0	1.0	3390984	77.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_497_length_1925_cov_6.51336	18292	1662.909090909091	11.0	RNODE_497_length_1925_cov_6.51336	18292	11.0	1.0	1.0	18292	11.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_560_length_3911_cov_3.86563	36161	1721.952380952381	21.0	RNODE_560_length_3911_cov_3.86563	36161	21.0	1.0	1.0	36161	21.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_259_length_1574_cov_100.84149	15244	1524.4	10.0	RNODE_259_length_1574_cov_100.84149	15244	10.0	1.0	1.0	15244	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_381_length_1819_cov_13.04118	12749	554.304347826087	23.0	RNODE_381_length_1819_cov_13.04118	12749	23.0	1.0	1.0	12749	23.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_291_length_2033_cov_2.59025	18597	1328.357142857143	14.0	RNODE_291_length_2033_cov_2.59025	18597	14.0	1.0	1.0	18597	14.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_94_length_3002_cov_6.48725	16124	374.9767441860465	43.0	RNODE_94_length_3002_cov_6.48725	16124	43.0	1.0	1.0	16124	43.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_418_length_1505_cov_4.15172	4626	289.125	16.0	RNODE_418_length_1505_cov_4.15172	4626	16.0	1.0	1.0	4626	16.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_294_length_6942_cov_7.24595	59123	664.3033707865169	89.0	RNODE_294_length_6942_cov_7.24595	59123	89.0	1.0	1.0	59123	89.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_479_length_5023_cov_17.63107	48624	3473.1428571428573	14.0	RNODE_479_length_5023_cov_17.63107	48624	14.0	1.0	1.0	48624	14.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_166_length_2298_cov_14.88049	7512	268.2857142857143	28.0	RNODE_166_length_2298_cov_14.88049	7512	28.0	1.0	1.0	7512	28.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_139_length_3589_cov_11.15335	30575	694.8863636363636	44.0	RNODE_139_length_3589_cov_11.15335	30575	44.0	1.0	1.0	30575	44.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_54_length_5865_cov_60.48297	57351	3186.1666666666665	18.0	RNODE_54_length_5865_cov_60.48297	57351	18.0	1.0	1.0	57351	18.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_314_length_6164_cov_50.81211	61307	6130.7	10.0	RNODE_314_length_6164_cov_50.81211	61307	10.0	1.0	1.0	61307	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_32_length_11742_cov_6.79514	116863	11686.3	10.0	RNODE_32_length_11742_cov_6.79514	116863	10.0	1.0	1.0	116863	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_435_length_5602_cov_25.16136	50162	1433.2	35.0	RNODE_435_length_5602_cov_25.16136	50162	35.0	1.0	1.0	50162	35.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_346_length_1757_cov_2.65187	15816	1216.6153846153845	13.0	RNODE_346_length_1757_cov_2.65187	15816	13.0	1.0	1.0	15816	13.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_234_length_1595_cov_9.13223	15709	1570.9	10.0	RNODE_234_length_1595_cov_9.13223	15709	10.0	1.0	1.0	15709	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_25_length_1750_cov_3.28993	16658	1665.8	10.0	RNODE_25_length_1750_cov_3.28993	16658	10.0	1.0	1.0	16658	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_451_length_4052_cov_6.62773	39002	3900.2	10.0	RNODE_451_length_4052_cov_6.62773	39002	10.0	1.0	1.0	39002	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_400_length_5708_cov_9.81991	19101	285.089552238806	67.0	RNODE_400_length_5708_cov_9.81991	19101	67.0	1.0	1.0	19101	67.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_225_length_25884_cov_6.69550	257659	19819.923076923078	13.0	RNODE_225_length_25884_cov_6.69550	257659	13.0	1.0	1.0	257659	13.0	1.0	1.0	NA	Gold standard	sample_3
Otu35.0	5050521	112233.8	45.0	Otu35.0	5050521	45.0	1.0	1.0	5050521	45.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_89_length_4251_cov_3.70418	13954	273.6078431372549	51.0	RNODE_89_length_4251_cov_3.70418	13954	51.0	1.0	1.0	13954	51.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_459_length_2383_cov_4.68776	19944	767.0769230769231	26.0	RNODE_459_length_2383_cov_4.68776	19944	26.0	1.0	1.0	19944	26.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_530_length_2571_cov_32.65278	24697	2469.7	10.0	RNODE_530_length_2571_cov_32.65278	24697	10.0	1.0	1.0	24697	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_126_length_3157_cov_3.75885	19822	430.9130434782609	46.0	RNODE_126_length_3157_cov_3.75885	19822	46.0	1.0	1.0	19822	46.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_14_length_1961_cov_5.54358	19211	1921.1	10.0	RNODE_14_length_1961_cov_5.54358	19211	10.0	1.0	1.0	19211	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_265_length_1287_cov_4.20553	5294	264.7	20.0	RNODE_265_length_1287_cov_4.20553	5294	20.0	1.0	1.0	5294	20.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_154_length_1869_cov_12.27991	12389	334.8378378378378	37.0	RNODE_154_length_1869_cov_12.27991	12389	37.0	1.0	1.0	12389	37.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_420_length_1334_cov_5.52134	4626	308.4	15.0	RNODE_420_length_1334_cov_5.52134	4626	15.0	1.0	1.0	4626	15.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_137_length_1431_cov_4.57559	13306	1330.6	10.0	RNODE_137_length_1431_cov_4.57559	13306	10.0	1.0	1.0	13306	10.0	1.0	1.0	NA	Gold standard	sample_3
Otu23	5730973	106129.12962962964	54.0	Otu23	5730973	54.0	1.0	1.0	5730973	54.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_559_length_3361_cov_13.97064	32901	3290.1	10.0	RNODE_559_length_3361_cov_13.97064	32901	10.0	1.0	1.0	32901	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_311_length_2760_cov_6.45983	25843	1845.9285714285713	14.0	RNODE_311_length_2760_cov_6.45983	25843	14.0	1.0	1.0	25843	14.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_443_length_1591_cov_6.87251	14402	1200.1666666666667	12.0	RNODE_443_length_1591_cov_6.87251	14402	12.0	1.0	1.0	14402	12.0	1.0	1.0	NA	Gold standard	sample_3
Otu47.0	1518604	1518604.0	1.0	Otu47.0	1518604	1.0	1.0	1.0	1518604	1.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_98_length_2627_cov_21.08829	24977	1921.3076923076924	13.0	RNODE_98_length_2627_cov_21.08829	24977	13.0	1.0	1.0	24977	13.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_522_length_1263_cov_12.38809	8367	418.35	20.0	RNODE_522_length_1263_cov_12.38809	8367	20.0	1.0	1.0	8367	20.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_355_length_1663_cov_6.12066	16044	1604.4	10.0	RNODE_355_length_1663_cov_6.12066	16044	10.0	1.0	1.0	16044	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_513_length_2330_cov_8.01964	22171	2217.1	10.0	RNODE_513_length_2330_cov_8.01964	22171	10.0	1.0	1.0	22171	10.0	1.0	1.0	NA	Gold standard	sample_3
Otu2.0	4145253	2072626.5	2.0	Otu2.0	4145253	2.0	1.0	1.0	4145253	2.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_362_length_3387_cov_8.21902	33297	3329.7	10.0	RNODE_362_length_3387_cov_8.21902	33297	10.0	1.0	1.0	33297	10.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_585_length_3212_cov_16.01628	27890	774.7222222222222	36.0	RNODE_585_length_3212_cov_16.01628	27890	36.0	1.0	1.0	27890	36.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_576_length_3043_cov_26.79081	28512	1584.0	18.0	RNODE_576_length_3043_cov_26.79081	28512	18.0	1.0	1.0	28512	18.0	1.0	1.0	NA	Gold standard	sample_3
RNODE_318_length_3470_cov_3.16589	32551	1914.764705882353	17.0	RNODE_318_length_3470_cov_3.16589	32551	17.0	1.0	1.0	32551	17.0	1.0	1.0	NA	Gold standard	sample_3
