BINID	total_length	seq_length_mean	total_seq_counts	genome_id	tp_length	tp_seq_counts	precision_bp	precision_seq	length_gs	seq_counts_gs	recall_bp	recall_seq	rank	Tool	sample_id
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_0
CONCOCT_100	2440825	1382.1206115515288	1766.0	Otu846.0	2303862	1650.0	0.9438865957207092	0.9343148357870895	3414513	3992.0	0.6747263811852525	0.4133266533066132	NA	DAS Tool_GTDB	sample_0
CONCOCT_106	1058986	1525.9164265129682	694.0	Otu1913	1050273	685.0	0.9917723180476418	0.9870317002881844	1289787	1216.0	0.8142995703941813	0.5633223684210527	NA	DAS Tool_GTDB	sample_0
CONCOCT_117	3987600	117282.35294117648	34.0	Otu1337	3914341	14.0	0.9816282977229411	0.4117647058823529	3914341	14.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
CONCOCT_131	989455	1265.2877237851662	782.0	Otu2338	952250	725.0	0.9623984920991859	0.9271099744245525	1315654	1561.0	0.7237845208542671	0.464445868033312	NA	DAS Tool_GTDB	sample_0
CONCOCT_139	2269079	1134539.5	2.0	Otu274.0	2269079	2.0	1.0	1.0	2269079	2.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
CONCOCT_14_sub	2754506	114771.08333333333	24.0	Otu9	2562272	1.0	0.930211079591041	0.041666666666666664	2562272	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
CONCOCT_173_sub	4630174	14159.553516819571	327.0	Otu69.0	4596500	312.0	0.9927272711565484	0.9541284403669725	4705228	356.0	0.9768920868446758	0.8764044943820225	NA	DAS Tool_GTDB	sample_0
CONCOCT_182_sub	4442300	3733.0252100840335	1190.0	Otu234.0	4397926	1171.0	0.9900110303221304	0.9840336134453781	5198797	2140.0	0.8459507074425102	0.547196261682243	NA	DAS Tool_GTDB	sample_0
CONCOCT_203_sub	2416968	2840.150411280846	851.0	Otu302.0	2405428	845.0	0.9952254229265758	0.9929494712103408	3013659	1609.0	0.7981752414589707	0.5251709136109385	NA	DAS Tool_GTDB	sample_0
CONCOCT_205	483274	3689.114503816794	131.0	Otu376	458933	113.0	0.9496331273770159	0.8625954198473282	482293	151.0	0.9515647127368633	0.7483443708609272	NA	DAS Tool_GTDB	sample_0
CONCOCT_206	2559163	3194.960049937578	801.0	Otu453	2557787	800.0	0.9994623242052186	0.9987515605493134	2909939	1225.0	0.8789830302284687	0.6530612244897959	NA	DAS Tool_GTDB	sample_0
CONCOCT_210	4830145	4830145.0	1.0	Otu24.0	4830145	1.0	1.0	1.0	4830145	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
CONCOCT_214	6552758	79911.68292682926	82.0	Otu40.1	6435716	72.0	0.9821385132794466	0.8780487804878049	6510542	73.0	0.9885069476550493	0.9863013698630136	NA	DAS Tool_GTDB	sample_0
CONCOCT_215_sub	1985094	64035.290322580644	31.0	Otu4.0	1926624	1.0	0.9705454754283677	0.03225806451612903	1926624	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
CONCOCT_231_sub	3577922	298160.1666666667	12.0	Otu67.0	3522099	2.0	0.9843979270649277	0.16666666666666666	3522099	2.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
CONCOCT_29	2843401	2044.1416247304098	1391.0	Otu1445	2816003	1369.0	0.9903643559244721	0.9841840402588066	3354493	2360.0	0.8394720155922222	0.5800847457627119	NA	DAS Tool_GTDB	sample_0
CONCOCT_62	2649010	4887.472324723247	542.0	Otu506.0	2555388	502.0	0.9646577400613814	0.9261992619926199	2952722	732.0	0.8654346734978775	0.6857923497267759	NA	DAS Tool_GTDB	sample_0
CONCOCT_79	805937	1249.5147286821705	645.0	Otu1204	799840	638.0	0.9924348925536364	0.9891472868217054	996696	1139.0	0.8024914316903048	0.5601404741000878	NA	DAS Tool_GTDB	sample_0
CONCOCT_83_sub	7683073	9990.992197659298	769.0	Otu298	7493760	723.0	0.975359729108392	0.9401820546163849	8131515	1071.0	0.9215699657443908	0.6750700280112045	NA	DAS Tool_GTDB	sample_0
CONCOCT_93_sub	2512023	2141.537084398977	1173.0	Otu613	2422586	1114.0	0.9643964247142641	0.9497016197783461	2971526	2079.0	0.8152666340459414	0.5358345358345359	NA	DAS Tool_GTDB	sample_0
MetaBAT2_24	5182863	287936.8333333333	18.0	Otu222.1	5182863	18.0	1.0	1.0	5182863	18.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
MetaBAT2_28_sub	1481172	1481172.0	1.0	Otu40.0	1481172	1.0	1.0	1.0	1481172	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
MetaBAT2_47_sub	3197081	54187.813559322036	59.0	Otu88.0	3160630	41.0	0.9885986623423054	0.6949152542372882	3391345	77.0	0.9319694693403354	0.5324675324675324	NA	DAS Tool_GTDB	sample_0
MetaBAT2_6	1739483	1739483.0	1.0	Otu48.0	1739483	1.0	1.0	1.0	1739483	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
MetaBAT2_60	2378630	42475.53571428572	56.0	Otu6	2339920	48.0	0.9837259262684823	0.8571428571428571	2463811	60.0	0.9497157046542937	0.8	NA	DAS Tool_GTDB	sample_0
MetaBAT2_63_sub	6651867	4063.449602932193	1637.0	Otu249.0	3578970	746.0	0.5380399217242318	0.45571166768478927	4434042	1413.0	0.8071574423516963	0.5279547062986554	NA	DAS Tool_GTDB	sample_0
MetaBAT2_72	1667154	1667154.0	1.0	Otu11	1667154	1.0	1.0	1.0	1667154	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
MetaBAT2_8	1859366	1859366.0	1.0	Otu160	1859366	1.0	1.0	1.0	1859366	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_10	6366250	13430.907172995781	474.0	Otu86.0	3694092	99.0	0.5802618495974867	0.2088607594936709	3760154	114.0	0.9824310387287329	0.868421052631579	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_1035	4145259	2072629.5	2.0	Otu2.0	4145259	2.0	1.0	1.0	4145259	2.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_1130	3251308	3251308.0	1.0	Otu93	3251308	1.0	1.0	1.0	3251308	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_1211	1518602	1518602.0	1.0	Otu47.0	1518602	1.0	1.0	1.0	1518602	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_122	2173160	16846.201550387595	129.0	Otu196	2163161	126.0	0.9953988661672404	0.9767441860465116	2309780	159.0	0.9365225259548529	0.7924528301886793	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_135	3658344	39337.032258064515	93.0	Otu72.0	3643359	92.0	0.9959038843804738	0.989247311827957	3650397	97.0	0.998071990525962	0.9484536082474226	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_17	5777293	16137.689944134077	358.0	Otu104	4474706	214.0	0.7745333324794156	0.5977653631284916	5487383	421.0	0.8154535595565318	0.5083135391923991	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_18	5429825	65419.57831325301	83.0	Otu23	5325908	80.0	0.9808618141468648	0.963855421686747	5729877	103.0	0.9294977885214639	0.7766990291262136	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_233	3929563	1309854.3333333333	3.0	Otu26.0	3899907	1.0	0.9924531048363393	0.3333333333333333	3899907	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_32	4658331	13085.199438202248	356.0	Otu35.0	4658331	356.0	1.0	1.0	5028999	500.0	0.9262938807504237	0.712	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_37	4363767	111891.46153846153	39.0	Otu226	4356676	38.0	0.9983750278142715	0.9743589743589743	4506803	78.0	0.9666888035709571	0.48717948717948717	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_38	4467013	35736.104	125.0	Otu107	3291458	72.0	0.7368364497707977	0.576	4748644	219.0	0.6931363985171346	0.3287671232876712	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_39	3961226	13899.038596491228	285.0	Otu68	3397236	228.0	0.85762236236963	0.8	4476601	508.0	0.7588873790628202	0.44881889763779526	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_48	2285843	10343.180995475113	221.0	Otu1475	2285843	221.0	1.0	1.0	2463583	319.0	0.9278530498059128	0.6927899686520376	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_492	5023375	147746.32352941178	34.0	Otu189	5015738	33.0	0.9984797073680544	0.9705882352941176	5016179	34.0	0.9999120844770492	0.9705882352941176	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_501	3348713	128796.65384615384	26.0	Otu256	3293190	16.0	0.9834196003061475	0.6153846153846154	3293190	16.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_50_sub	5108659	13550.819628647216	377.0	Otu116.0	5086761	372.0	0.9957135522257407	0.986737400530504	5606654	535.0	0.9072721448478896	0.6953271028037383	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_52	6267790	63311.0101010101	99.0	Otu1180.0	4498292	61.0	0.717683904534134	0.6161616161616161	4671049	84.0	0.963015374062657	0.7261904761904762	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_54	4359229	435922.9	10.0	Otu186.0	4324079	8.0	0.991936647512668	0.8	4927630	9.0	0.8775169807798069	0.8888888888888888	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_55	4432535	37884.91452991453	117.0	Otu382.0	4413771	116.0	0.9957667564948726	0.9914529914529915	4450868	122.0	0.9916652212557191	0.9508196721311475	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_58	5401714	73996.08219178082	73.0	Otu10	5401714	73.0	1.0	1.0	5711009	118.0	0.945842319632135	0.6186440677966102	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_6	3070536	21776.85106382979	141.0	Otu30.0	1793929	68.0	0.5842396897479789	0.48226950354609927	2356635	168.0	0.761224797221462	0.40476190476190477	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_61	4678716	5003.974331550802	935.0	Otu222.0	4631021	925.0	0.9898059638584603	0.9893048128342246	6565263	2495.0	0.7053824043301845	0.37074148296593185	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_64	2670684	4293.704180064308	622.0	Otu1458.0	2630670	608.0	0.985017321405303	0.977491961414791	4762119	2548.0	0.5524158468110519	0.23861852433281006	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_65	1991493	5353.475806451613	372.0	Otu1093	1988136	371.0	0.9983143300026663	0.9973118279569892	2734088	877.0	0.7271660604925665	0.42303306727480045	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_66_sub	800952	4107.446153846154	195.0	Otu465	731982	175.0	0.9138899709345878	0.8974358974358975	1390743	781.0	0.5263244179550067	0.22407170294494239	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_67	3065073	13326.404347826086	230.0	Otu150.0	3061221	229.0	0.998743259948458	0.9956521739130435	3293052	318.0	0.9295999577291826	0.720125786163522	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_74	3196297	24586.9	130.0	Otu54	3185522	129.0	0.9966289115185478	0.9923076923076923	3464183	199.0	0.9195593881731998	0.6482412060301508	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_77	5349891	26883.874371859296	199.0	Otu254	5333567	197.0	0.9969487228805223	0.9899497487437185	5822974	390.0	0.9159523982075138	0.5051282051282051	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_78	2768236	49432.78571428572	56.0	Otu870	2678550	44.0	0.9676017507177856	0.7857142857142857	2734328	50.0	0.9796008379389745	0.88	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_81	1566340	6637.033898305085	236.0	Otu833	1483314	209.0	0.9469936284586999	0.885593220338983	1670098	364.0	0.8881598564874637	0.5741758241758241	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_86	2361301	71554.57575757576	33.0	Otu503	2361301	33.0	1.0	1.0	2365938	35.0	0.9980401007972314	0.9428571428571428	NA	DAS Tool_GTDB	sample_0
SemiBin_SemiBin_871	4137401	2068700.5	2.0	Otu36.0	4137401	2.0	1.0	1.0	4137401	2.0	1.0	1.0	NA	DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		DAS Tool_GTDB	sample_0
